product_name,category,energy_kcal_100g,fat_100g,sugars_100g,carbohydrates_100g,serving_size_g,packaging_quantity,source_url
Lait de coco,"Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Aliments d'origine végétale,Substituts de produits laitiers,Substituts du lait,Boissons à base de végétaux,Boissons végétales,Crèmes végétales,Crèmes végétales pour cuisiner,Laits et crèmes de coco",182.0,18.0,2.2,2.9,200.0,,https://world.openfoodfacts.org/product/8886303210238
Blanc de Poulet,"Meats and their products,Meats,Chicken and its products,Poultries,Chickens,Charcuterie-de-volaille,Viande",100.0,1.6,0.5,0.5,40.0,,https://world.openfoodfacts.org/product/3302740059193
Panzani - spf - sauce pesto vert 200g,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Condiments,Plantes condimentaires,Plantes aromatiques,Herbes aromatiques,Sauces,Sauces pour pâtes,Sauces Pesto,Basilic,en:Cooking Sauces,Pestos au basilic,Pesto Vert",329.0,31.0,3.5,7.9,100.0,,https://world.openfoodfacts.org/product/3038354199603
mayonnaise de Dijon,"Condiments,Sauces,Mayonnaises,Mayonnaises de Dijon,matières grasses",648.0,70.0,1.5,1.6,15.0,,https://world.openfoodfacts.org/product/8711200548002
6 Wholemeal Pittas,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Flatbreads,Special breads,Pitas",241.0,1.2,2.8,42.3,58.0,,https://world.openfoodfacts.org/product/5000119095282
Kefir - Pur,"Bebidas y preparaciones de bebidas,Lácteos,Comidas fermentadas,Kéfir",46.0,1.5,4.1,4.1,500.0,,https://world.openfoodfacts.org/product/4025500287955
Pistacchi,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Fruits à coques et dérivés,Fruits à coques,Pistaches,Pistaches grillées,Pistaches salées",605.0,49.2,5.6,10.3,30.0,,https://world.openfoodfacts.org/product/20337292
Freshona Tomato Passata,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Condiments,Vegetables based foods,Sauces,Tomatoes and their products,Strained tomatoes",35.0,0.1,4.4,5.0,100.0,,https://world.openfoodfacts.org/product/20522605
Muesli Croustillant Noix de pécan & noix du Brésil,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Mueslis, Céréales aux fruits à coques, Mueslis aux fruits à coque",420.0,11.0,13.0,62.0,45.0,,https://world.openfoodfacts.org/product/3168930009795
Simply Granola,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals",418.0,11.0,17.0,66.0,45.0,,https://world.openfoodfacts.org/product/5010477347312
Pringles,"pflanzliche-lebensmittel-und-getränke, de:pflanzliche-lebensmittel, de:imbiss, de:getreide-und-kartoffeln, de:salzige-snacks, de:vorspeisen, de:chips-und-pommes-frites, fr:chips, de:kartoffelchips, knabbergebäck, knabbergebäck-mit-sauerrahm--und-zwiebelgeschmack, de:fertiggerichte, de:fertiggerichte-in-dosen",519.0,30.0,2.9,54.0,30.0,,https://world.openfoodfacts.org/product/5053990127740
La vache qui rit,"Dairies, Fermented foods, Fermented milk products, Cheeses, Spreads, Salted spreads, Cheese spreads, Produits laitiers  Produits fermentés  Produits laitiers fermentés  Fromages, en:melted-cheese, en:Cheeses (perishable)",232.0,18.0,6.5,6.5,16.0,,https://world.openfoodfacts.org/product/3073781192186
Iogurte Estilo Grego,"Lácteos,Comidas fermentadas,Productos fermentados de la leche,Postres,Postres lácteos,en:Fermented dairy desserts,Yogures,Yogures estilo griego,de:Grichischer Joghurt",58.0,2.0,4.0,4.0,100.0,,https://world.openfoodfacts.org/product/20416690
Nutri+ avoine complet,"Snacks, Breakfasts, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Dry biscuits, Breakfast biscuit, Oatmeal-cookies, en:oatmeal-biscuits",442.0,15.0,16.0,64.0,100.0,,https://world.openfoodfacts.org/product/3229820794532
Hot Chocolate Powder,"Beverages and beverages preparations,Breakfasts,Cocoa and its products,Beverage preparations,Cocoa and chocolate powders,Cocoa powders,Cocoa powder for beverages with sugar,Instant chocolate powders",404.0,5.8,73.0,76.0,18.0,,https://world.openfoodfacts.org/product/5034660021582
Malted Wheaties,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, extruded cereals",370.0,1.8,10.9,70.0,40.0,,https://world.openfoodfacts.org/product/4088600247458
Pain de mie grandes tranches 7 cereales,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains de mie,Pains de mie aux céréales,en:Pain de mie",290.0,9.4,3.4,38.5,37.5,,https://world.openfoodfacts.org/product/4056489235798
6 Wholemeal Pittas,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Special breads, Flatbreads, Pitas",241.0,1.25,2.86,42.7,56.0,,https://world.openfoodfacts.org/product/00234931
délice noir,Chocolats noirs,534.0,36.0,44.0,47.0,35.0,,https://world.openfoodfacts.org/product/6111017046470
Cacao,"Lanches comida,Sobremesas,Lanches doces,Biscoitos e Bolos,Bolos,en:Chocolate soft cake",452.0,22.8,43.0,58.3,39.0,,https://world.openfoodfacts.org/product/8000500267035
Le Supérieur - à l'Etouffée - Conservation sans Nitrite,"Viandes et dérivés, Viandes, Charcuteries, Jambons, Porc et dérivés, Jambons blancs, en:Jambon cuit supérieur, en:Jambon sans couenne",115.0,2.8,0.5,0.5,35.0,,https://world.openfoodfacts.org/product/3302740047367
Danup fraise,"Beverages, Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Yogurts, Fermented milk drinks, Drinkable-yogurts, en:yogurt-drinks",246.0,1.28,5.5,10.1,170.0,,https://world.openfoodfacts.org/product/6111032004448
chocolat en poudre,"Beverages, Cocoa and its products, Cocoa and chocolate powders, Instant beverages, Chocolate-powders, en:instant-chocolate-powders",71.0,1.9,8.1,8.7,20.0,,https://world.openfoodfacts.org/product/3664346306027
"Alpro Joghurtalternative auf Sojabasis, Natur mit Mandeln, 500 g, 31","Pflanzliche Lebensmittel und Getränke, Fermentierte Lebensmittel, en:Dairy substitutes, Desserts, en:Vegan products, Milchfreie Nachtische, Fermentierte Lebensmittel ohne Milch, Pflanzenbasierte Joghurts, Sojajoghurt, Einfacher Soja-Joghurt",54.0,2.8,2.2,2.3,100.0,,https://world.openfoodfacts.org/product/5411188118961
Fusilli,"Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Massa alimentícia,Massas secas,Fusilli",359.0,2.0,3.5,71.0,80.0,,https://world.openfoodfacts.org/product/8076802085981
Cocoa Powder,"Cocoa and its products,Cocoa and chocolate powders,Cocoa powders",399.0,20.0,0.8,19.0,4.0,,https://world.openfoodfacts.org/product/5011835101690
Yaourt grec,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts à la grecque",150.0,8.0,16.1,16.1,110.0,,https://world.openfoodfacts.org/product/6111242103696
Gingembre saveur citron 🍋,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits",456.0,16.0,17.0,67.0,11.0,,https://world.openfoodfacts.org/product/3175681257566
L'original tartare ail & fines herbes,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Produits à tartiner,Produits à tartiner salés,Fromages de vache,Fromages pasteurisés,Fromages à tartiner,Fromages industriels,en:Uncured-soft-cheese-spreadable-around-30-40-fat-flavoured,Fromages Ail et fines herbes",348.0,34.5,2.3,2.3,20.0,,https://world.openfoodfacts.org/product/3272770094412
,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Produits à tartiner,Produits à tartiner salés,Fromages à pâte fraîche,Fromages pasteurisés,Fromages à tartiner",249.0,25.0,2.8,2.8,30.0,,https://world.openfoodfacts.org/product/7622210103314
Shreddies,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, extruded cereals",364.0,1.8,13.0,70.0,40.0,,https://world.openfoodfacts.org/product/7613287152183
Nutella,"Frühstücke, Brotaufstriche, Süße Brotaufstriche, fr:Pâtes à tartiner, Haselnusscremes",539.0,30.9,56.3,57.5,15.0,,https://world.openfoodfacts.org/product/4008400402222
St Hubert Omega 3 Sans Huile de Palme 500g Doux,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Matières grasses,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner salés,Matières grasses à tartiner,Matières grasses végétales,Margarines,Margarines allégées,Margarines riche en oméga 3",468.0,52.0,0.0,0.0,10.0,,https://world.openfoodfacts.org/product/3366321052003
Colman's Mustard,"Condiments, Sauces, Mustards",190.0,10.0,11.0,16.0,5.0,,https://world.openfoodfacts.org/product/50147588
Gocciole classiche pav 500 gr,"Snacks,Sweet snacks,Biscuits,Chocolate biscuits, en:Biscuits/Cookies (Shelf Stable)",488.0,22.0,22.0,64.0,12.0,,https://world.openfoodfacts.org/product/8013355999143
Protein Caramel salé Cacahuètes,"Plant-based foods and beverages,Plant-based foods,Snacks,Sweet snacks,Nuts and their products,Bars,Cereal bars,Dietary supplements,Bodybuilding supplements,Nut bars,Peanut bars,Protein bars",495.0,29.5,15.8,26.0,40.0,,https://world.openfoodfacts.org/product/8410076610744
Cacao puro desgrasado en polvo,"Cacao y sus productos,Cacaos y chocolates en polvo,Cacaos en polvo",375.0,16.0,0.7,16.3,265.0,,https://world.openfoodfacts.org/product/8410109121551
6 Wholemeal Pittas,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Special breads, Flatbreads, Pitas",236.0,1.3,1.7,42.0,60.0,,https://world.openfoodfacts.org/product/4088600276267
Bran Flakes,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Extruded cereals, Extruded flakes, Breakfast cereals rich in fibre, Extruded wheat flakes",362.0,2.0,13.2,66.2,50.0,,https://world.openfoodfacts.org/product/20621483
Pâte à tartiner chocolat Noisette,"Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner,Pâtes à tartiner aux noisettes,Pâtes à tartiner au chocolat,Pâtes à tartiner aux noisettes et au cacao",557.0,34.0,52.0,55.0,15.0,,https://world.openfoodfacts.org/product/3760020500658
Nutella,"Smørbare produkter,en:Sweet spreads,fr:Pâtes à tartiner,en:Chocolate spreads,en:fruhstucke,en:susse-brotaufstriche,Chokolade",539.0,30.9,56.3,57.5,100.0,,https://world.openfoodfacts.org/product/4008400409627
marmite,"Spreads, Salted spreads, Yeast extract spreads",250.0,0.1,1.2,30.0,4.0,,https://world.openfoodfacts.org/product/50184385
Tortillas de trigo integrales,"Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Cereais e Batatas,Pães,en:Flatbreads,Pães especiais,Pães brancos,en:Wheat breads,en:Wheat flatbreads,en:Wholemeal breads",272.0,6.0,1.9,41.0,36.0,,https://world.openfoodfacts.org/product/8480000809421
Flocons d'avoine complète,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Flocons,Flocons de céréales,Flocons laminés,Flocons d'avoine",375.0,8.0,1.1,60.0,40.0,,https://world.openfoodfacts.org/product/3168930003632
Petites Madeleines pépites chocolat,"Snacks, Desserts, Sweet snacks, Biscuits and cakes, Cakes, Chocolate cakes, Madeleines, Chocolate madeleines, en:biscuits",425.0,21.0,29.0,55.0,15.0,,https://world.openfoodfacts.org/product/3178530410143
Greek style natural yoghurt,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts, Plain yogurts, Greek-style yogurts, Plain greek-style yogurts",125.0,10.0,4.4,4.6,125.0,,https://world.openfoodfacts.org/product/4088600266008
Petit Cookies Pépites de chocolat,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Drop cookies,Chocolate chip cookies",510.0,26.0,35.0,60.0,11.0,,https://world.openfoodfacts.org/product/3178530407396
petit yoplait,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Petits suisses, Desserts lactés fermentés nature, Petits suisses nature",87.0,3.8,4.1,4.1,60.0,,https://world.openfoodfacts.org/product/3329770051072
Petit écolier chocolat noir pur beurre de cacao,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits sucrés & biscuits apéritifs, Biscuits, Biscuits au chocolat, Biscuits au chocolat noir, Biscuits tablette de chocolat, Biscuits tablette de chocolat noir",502.0,25.0,36.0,62.0,25.0,,https://world.openfoodfacts.org/product/5410041010800
"Alpro Sojadrink, Ungesüßt 1L","Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Aliments d'origine végétale,Légumineuses et dérivés,Substituts de produits laitiers,Substituts du lait,Boissons à base de végétaux,Boissons végétales,Boissons végétales de légumineuses,Boissons sans alcool,Boissons sans sucre ajouté,Boissons végétales de soja,Boissons de soja nature non sucrées,Boisson au soja nature enrichie en calcium",33.0,1.8,0.0,0.0,100.0,,https://world.openfoodfacts.org/product/5411188115496
N/A,N/A,450.0,14.4,44.1,55.6,32.0,,https://world.openfoodfacts.org/product/6111018909194
Merguez Végétal,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Alternatives à la viande,Substituts de viande,Saucisses végétariennes",220.0,16.0,0.6,4.8,50.0,,https://world.openfoodfacts.org/product/3770016162043
N/A,type,516.0,26.7,31.1,62.2,45.0,,https://world.openfoodfacts.org/product/6111259346710
Megachok,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits fourrés",458.0,17.0,28.0,71.0,25.0,,https://world.openfoodfacts.org/product/8412674005021
Cranberry saveur amande,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits",439.0,14.0,16.0,68.0,33.0,,https://world.openfoodfacts.org/product/3175681257542
Biscottes sans sel et sans sucre ajoutés,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Surgelés,en:Specific products,en:Products for specific diets,Pains,Produits à teneur réduite en sel,Biscottes,Biscottes sans sel",390.0,3.7,2.2,70.0,33.0,,https://world.openfoodfacts.org/product/3182189999805
"9 Minis St Moret (17,8% MG)","Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Produits à tartiner,Produits à tartiner salés,Fromages de France,Fromages pasteurisés,Fromages à tartiner,Fromages industriels",205.0,17.8,3.0,3.0,20.0,,https://world.openfoodfacts.org/product/3272770004725
Le Beurre Tendre Demi-Sel Barquette,"Produits laitiers, Matières grasses, Produits à tartiner, Matières grasses à tartiner, Matières grasses animales, Matière grasse laitière, en:dairy-spread, Beurres, Beurres demi-sel, Beurres tendres",725.0,80.0,0.7,0.7,10.0,,https://world.openfoodfacts.org/product/3451790988813
Chocolat noir 85% Madagascar,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs",619.0,51.0,14.0,24.0,10.0,,https://world.openfoodfacts.org/product/3760091722508
Heinz Beanz No Added Sugar,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Plats préparés,Légumes préparés,Haricots à la tomate",66.0,0.2,1.9,9.5,208.0,,https://world.openfoodfacts.org/product/5000157078773
Pringles Texas BBQ 165g ajman,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Salty snacks made from potato, Texas bbq sauce flavour savoury snack",517.0,29.0,4.1,56.0,165.0,,https://world.openfoodfacts.org/product/5053990161966
Real Mayonnaise,"Condiments,Matières grasses,Sauces,Mayonnaises,en:groceries",720.0,79.0,1.3,1.4,14.0,,https://world.openfoodfacts.org/product/5000184321071
Biscottes,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Rusks,Common wheat rusks",165.0,2.9,2.8,29.0,40.5,,https://world.openfoodfacts.org/product/7622210416681
,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains de mie,Pains complets,Pains de mie complet",270.0,4.3,5.3,44.0,30.0,,https://world.openfoodfacts.org/product/3029330069898
Leerdammer original 8 tranches 200g,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Fromages de vache,Fromages en tranches",352.0,27.5,0.1,0.1,25.0,,https://world.openfoodfacts.org/product/8721800402055
6111266962569,N/A,90.0,2.27,14.1,14.1,110.0,,https://world.openfoodfacts.org/product/6111266962569
Baked Beans,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Canned foods, Legumes, Canned plant-based foods, Meals, Prepared vegetables, Canned legumes, Baked beans in tomato sauce, Canned common beans",85.0,0.6,4.7,12.5,205.0,,https://world.openfoodfacts.org/product/5000232902450
Pâte à tartiner chocolat noisette,"Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads",557.0,34.0,52.0,55.0,15.0,,https://world.openfoodfacts.org/product/3478820023184
Chips saveur fromage du Jura,"aliments-et-boissons-à-base-de-végétaux, aliments-d'origine-végétale, snacks, céréales-et-pommes-de-terre, snacks-salés, amuse-gueules, chips-et-frites, chips, chips-de-pommes-de-terre, chips-de-pommes-de-terre-aromatisées, fr:amuse-gueules, en:chips-de-pommes-de-terre-ondulées",522.0,31.0,1.1,52.0,30.0,,https://world.openfoodfacts.org/product/3497917000907
Yaourt à la grecque,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Desserts lactés fermentés nature, Yaourts natures, Yaourts brassés, Yaourts à la grecque, Yaourts brassés nature",102.0,8.1,3.6,3.7,150.0,,https://world.openfoodfacts.org/product/20665241
Top cookies,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits",494.0,21.0,31.0,71.0,32.0,,https://world.openfoodfacts.org/product/6111259341517
Galettes riz complet Bio,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Galettes de céréales soufflées, Galettes de riz soufflé, Galettes de riz complet soufflé",379.0,3.2,0.599,77.0,27.2,,https://world.openfoodfacts.org/product/3229820794624
sucre arôme vanille,"Sweeteners,Sugars,Vanilla sugars",286.0,0.0,100.0,100.0,7.0,,https://world.openfoodfacts.org/product/6111005054098
Chips de lentilles saveur tomate mozza,"Snacks,Snacks salés,Amuse-gueules,Biscuits sucrés & biscuits apéritifs,Chips et frites,Chips,Biscuits apéritifs,Chips de lentilles,Biscuits apéritifs soufflés",452.0,19.0,3.8,54.0,30.0,,https://world.openfoodfacts.org/product/3336971805038
Crema de cacahuete,"plant-based-foods-and-beverages, plant-based-foods, legumes-and-their-products, legumes, spreads, nuts-and-their-products, plant-based-spreads, nuts, oilseed-purees, legume-butters, nut-butters, peanut-butters, peanuts, de:erdnussbutter, erdnusscreme",683.0,55.0,3.9,12.0,100.0,,https://world.openfoodfacts.org/product/4056489620938
Italian Tomato Purée Double Concentrate,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Condiments, Vegetables based foods, Sauces, Tomatoes and their products, Tomato sauces, Tomato purées, Groceries, en:tomatoes",89.0,0.5,14.9,15.3,15.0,,https://world.openfoodfacts.org/product/00359047
Arrabbiata,"Gewürzmittel,Saucen,Nudelsoßen,Tomatensaucen,Arrabiata-Soßen,en:Cooking Sauces",60.0,3.1,5.0,5.5,400.0,,https://world.openfoodfacts.org/product/8076809513388
Pain complet,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains de mie,Pains de mie complet",243.0,3.0,3.8,42.0,39.0,,https://world.openfoodfacts.org/product/3029330071280
Milka oreo,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats au lait, Tablette de chocolat au lait",559.0,35.0,50.0,56.0,20.0,,https://world.openfoodfacts.org/product/7622210834751
N/A,Fromage fondu en portions environ 20% MG,253.0,20.5,3.01,3.01,16.6,,https://world.openfoodfacts.org/product/6111028001246
Chocolate negro,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolats noirs extra fin,es:Tabletas de chocolate negro",567.0,42.0,27.0,32.0,20.0,,https://world.openfoodfacts.org/product/3270190127765
Confiture Fraises,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Petit-déjeuners, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de fruits rouges, Confitures de fraises",241.0,0.1,59.0,59.0,320.0,,https://world.openfoodfacts.org/product/3608580758686
"Muesli bio 36% fruits, noix & graines","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales aux fruits, Mueslis, Mueslis aux fruits",373.0,8.4,18.9,60.7,100.0,,https://world.openfoodfacts.org/product/5010477348630
Nutabella,"Snacks,Breakfasts,Spreads,Sweet snacks,Confectioneries,Sweet spreads,fr:Pâtes à tartiner,Chocolat",522.0,25.5,71.7,71.8,900.0,,https://world.openfoodfacts.org/product/6111265980229
Crème de marrons de l'Ardèche,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Produits à tartiner, Fruits à coques et dérivés, Pâtes à tartiner végétales, Crèmes de marrons",270.0,0.8,50.2,63.6,50.0,,https://world.openfoodfacts.org/product/0022314010025
Céréales All Bran Kellogg's Fibre Plus,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales extrudées,Céréales pour petit déjeuner riches en fibres,Bâtonnets de son de blé,Céréales pour petit déjeuner à base de son de blé",334.0,3.5,18.0,48.0,40.0,,https://world.openfoodfacts.org/product/3159470001424
Absolute black dark chocolate,"Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Dark chocolate bar with more than 70% cocoa, 100% cocoa solids dark chocolate",601.0,54.0,3.0,8.0,25.0,,https://world.openfoodfacts.org/product/5060719920001
Le Supérieur -25% de Sel - Conservation sans Nitrite,"Viandes et dérivés,Viandes,Charcuteries,en:Specific products,Jambons,en:Products for specific diets,Jambons blancs,Produits à teneur réduite en sel,Charcuteries à teneur réduite en sel,Jambons blancs à teneur réduite en sel,Jambon sans couenne",115.0,2.8,0.5,0.5,40.0,,https://world.openfoodfacts.org/product/3302740047404
Čokoláda na vaření,"Grickalice,Slatki zalogaji,Kakao i njegovi proizvodi,Čokolade,Tamne čokolade",544.0,35.0,45.6,48.0,100.0,,https://world.openfoodfacts.org/product/20022471
Chicorée Café,"en:Beverages and beverages preparations,Alimentos e bebidas à base de plantas,Bebidas,Bebidas à base de plantas,en:Beverage preparations,Bebidas instantâneas,en:Instant mix of chicory and coffee powder,Mistura instantânea de chicória e café solúvel",322.0,0.5,7.5,59.0,4.0,,https://world.openfoodfacts.org/product/20920210
Tilda Steamed Brown Basmati Rice,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Rices,Aromatic rices,Indica rices,Long grain rices,Brown rices,Basmati rices,Brown Basmati rices",129.0,2.1,0.2,23.3,125.0,,https://world.openfoodfacts.org/product/5011157888132
Flash Wondermint Gum,"Snacks,Sweet snacks,Confectioneries,Chewing gum,Chewing gum with sugar",350.0,2.1,59.0,78.0,,5.0,https://world.openfoodfacts.org/product/6111199000017
Dark Chocolate Chip Oat Biscuits,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits",454.0,16.9,19.0,63.8,10.0,,https://world.openfoodfacts.org/product/0061232202556
180G LT NOISETTE COTE D OR,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Milk chocolates,Chocolates with hazelnuts,Milk chocolates with hazelnuts",555.0,36.0,43.0,45.0,30.0,,https://world.openfoodfacts.org/product/7622210995063
Corn Flakes,"Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Pequenos alomoços,Cereais e Batatas,Cereais e seus produtos,Cereias para pequeno-almoçco,Flocos,Flocos de cereais,en:Extruded cereals,en:Extruded flakes,Flocos de milho",378.0,0.9,8.0,84.0,30.0,,https://world.openfoodfacts.org/product/8410188012092
Noisettes grillées,"Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Hazelnuts,Shelled nuts,Roasted nuts,Shelled hazelnuts,Roasted hazelnuts",722.0,70.5,3.5,3.5,30.0,,https://world.openfoodfacts.org/product/4056489033042
Fraise Intense,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de fruits rouges, Confitures de fraises",162.0,0.1,39.0,39.0,22.0,,https://world.openfoodfacts.org/product/3608580823445
Amora Spécialité à la moutarde de Dijon aux épices et aromates Savora Bocal 385g,"Condiments, Sauces, Moutardes, en:groceries, Spécialité à la Moutarde",124.0,4.8,5.9,15.0,10.0,,https://world.openfoodfacts.org/product/8712100731822
Grilletine Sans sucres ajoutés Blé complet,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains grillés, Petits pains grillés",411.0,10.0,2.1,61.0,100.0,,https://world.openfoodfacts.org/product/3182180002542
merci Finest Selection Assorted Chocolates,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Bonbons, Chocolates, Filled chocolates, Assorted chocolates",563.0,36.1,48.0,49.9,12.5,,https://world.openfoodfacts.org/product/4014400901191
LOTUS BISCOFF Speculoos Original - 250g (2x125g),"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Spéculoos, Biscuits sucrés & biscuits apéritifs, en:Biscuits/Cookies (Shelf Stable)",484.0,19.0,38.1,72.6,7.8,,https://world.openfoodfacts.org/product/5410126806069
Noir 70% Intense,"Snacks,Snacks sucrés,Cacao et dérivés,Confiseries,Chocolats,Chocolats noirs,Chocolat noir en tablette extra dégustation à 70% de cacao minimum",601.0,47.0,28.0,32.0,20.0,,https://world.openfoodfacts.org/product/7622400006753
Biscuits Germe de Blé et Pépites de Chocolat,"Snacks, Snacks sucrés, Surgelés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat",467.0,18.0,21.0,65.0,10.0,,https://world.openfoodfacts.org/product/4056489369134
Huile Isio 4,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Matières grasses,Matières grasses végétales,Huiles,Huiles aromatisées,Mélanges d'huiles,en:combined-oil-blended-vegetable-oils",900.0,100.0,0.0,0.0,10.0,,https://world.openfoodfacts.org/product/3265474000018
Emprésuré au chocolat,Crème dessert,107.0,1.8,17.0,17.0,125.0,,https://world.openfoodfacts.org/product/3278693504076
nakd peanut butter protein bar,"Snacks,Sweet snacks,Bars,Nut bars,Peanut bars,Date bars",443.0,21.9,26.8,39.3,45.0,,https://world.openfoodfacts.org/product/5060088700099
Abricot sec,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Productos deshidratados, Frutas y sus productos, Alimentos de origen vegetal deshidratados, Frutas deshidratadas, Albaricoques deshidratados, en:fruchte",246.0,0.3,31.8,55.8,6.0,,https://world.openfoodfacts.org/product/20534455
100G POULAIN LIGNE NR,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats édulcorés,Chocolats noirs,Chocolats noirs aux édulcorants,Chocolat noir en tablette extra dégustation à 70% de cacao minimum",539.0,44.0,0.5,34.0,20.0,,https://world.openfoodfacts.org/product/3664346306621
