product_name,category,energy_kcal_100g,fat_100g,sugars_100g,carbohydrates_100g,serving_size_g,packaging_quantity,source_url
Petits pains grillés au blé complet,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains grillés, Petits pains grillés, Pains grilles_toasts brioches",379.0,6.0,3.2,65.0,38.0,,https://world.openfoodfacts.org/product/3250390819455
La Crème Semi-Epaisse Si Légère 4%MG,"Dairies, Compound dairy creams, Liquid-light-cream-with-4-to-8-fat, UHT compound dairy creams with 4 to 8% fat",76.0,4.3,4.2,6.3,30.0,,https://world.openfoodfacts.org/product/3451790852497
Spaghetti au Quinoa Persil Ail,"Plant-based foods and beverages, Plant-based foods, Pastas, Dry pastas, Spaghetti, en:durum-wheat-spaghetti",381.0,2.2,2.1,76.0,100.0,,https://world.openfoodfacts.org/product/3478820600651
Noir Dégustation 74% cacao,Chocolats noirs,560.0,40.0,27.0,34.0,10.0,,https://world.openfoodfacts.org/product/3564707000864
Nicaragua grand cru waslala 75%,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolates,Dark chocolates",593.0,45.0,24.0,32.0,10.0,,https://world.openfoodfacts.org/product/3760091722515
Chocolat instantané Façon Bistrot,"Beverages, Cocoa and its products, Cocoa and chocolate powders, Instant beverages, Cocoa powders, Chocolate-powders, Cocoa powder for beverages with sugar, en:instant-chocolate-powders",374.0,6.8,62.0,65.0,20.0,,https://world.openfoodfacts.org/product/4006985905800
Bananenchips,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Chips und Pommes Frites, Getrocknete Produkte, Fruchtbasierte Lebensmittel, Getrocknete Produkte auf pflanzlicher Basis, Dörrobst, Getrocknete Bananen",528.0,31.0,14.0,59.0,100.0,,https://world.openfoodfacts.org/product/4008258274019
All Bran Original,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales extrudées,Bâtonnets de son de blé,Céréales pour petit déjeuner riches en fibres",334.0,3.5,18.0,48.0,40.0,,https://world.openfoodfacts.org/product/5000127141193
REGAÑA,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,es:Regañás,Alimentos-y-bebidas-de-origen-vegetal-alimentos-de-origen-vegetal-cereales-y-patatas-panes-panes-especiales-reganas,Wheat crackers",448.0,15.0,2.6,65.0,35.0,,https://world.openfoodfacts.org/product/8480000823656
Pan de molde espelta 100% integral natural,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Panes de molde, Panes integrales, Panes de molde integrales",273.0,3.8,4.9,45.4,40.0,,https://world.openfoodfacts.org/product/8480000826466
,"Lanches comida,Lanches doces,Biscoitos e Bolos,en:Biscuits and crackers,Biscoitos",464.0,17.0,17.0,70.0,14.3,,https://world.openfoodfacts.org/product/8480000142146
Tortilla Chips,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips",499.0,23.5,1.0,64.9,25.0,,https://world.openfoodfacts.org/product/5057545696439
Wholegrain Crackerbread,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Extruded crispbreads, en:breads",380.0,3.6,4.1,70.2,5.0,,https://world.openfoodfacts.org/product/5050974000655
Gullón Zéro - Choc Tablet,"snacks, sweet-snacks, biscuits-and-cakes, biscuits-and-crackers, biscuits, chocolate-biscuits, dark-chocolate-biscuits, es:botanas, es:galletas, es:galletas-con-tableta-de-chocolate, es:galletas-con-tableta-de-chocolate-negro, es:galletas-de-chocolate, es:galletas-de-chocolate-negro, es:galletas-y-pasteles, es:snacks-dulces, en:chocolates",451.0,24.0,1.3,60.0,150.0,,https://world.openfoodfacts.org/product/8410376057270
Tomato Ketchup,"Condiments, Sauces, Tomato sauces, Ketchup, Tomato Ketchup, Groceries",90.0,0.5,19.0,20.0,15.0,,https://world.openfoodfacts.org/product/8711200344130
Erdnussbutter  creamy,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Nuts and their products, Plant-based spreads, Oilseed purees, Legume butters, Nut butters, Peanut butters",651.0,51.3,10.2,14.7,100.0,,https://world.openfoodfacts.org/product/4056489150527
Sweet chilli sauce,"Condiments, Sauces, Groceries, Sweet chilli sauce, en:hot-sauces",206.0,0.4,41.3,49.6,15.0,,https://world.openfoodfacts.org/product/4088600311357
White Champion Bloomer,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, White breads",250.0,2.7,2.2,45.9,45.0,,https://world.openfoodfacts.org/product/5056142400005
Dan up,en:yogurts,83.1,2.46,12.0,12.0,130.0,,https://world.openfoodfacts.org/product/6111032008705
Bio crackers,"snacks, snacks-sales, amuse-gueules, biscuits-aperitifs, crackers-au-froment",442.0,18.0,2.4,47.0,25.0,,https://world.openfoodfacts.org/product/4056489546085
Sea Shells hasselpähkinäkonvehdit,"Naposteltavat, Makeat naposteltavat, en:Cocoa and its products, Sokerileipomotuotteet, Suklaamakeiset, en:Bonbons",570.0,38.4,47.8,48.1,12.5,,https://world.openfoodfacts.org/product/4056489815785
Postre Lácteo con Stracciatella +Proteína,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts",56.0,0.5,3.0,3.3,125.0,,https://world.openfoodfacts.org/product/8402001010484
Becel,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Fette, Brotaufstriche, Pflanzliche Brotaufstriche, Streichfette (Milch- und Nichtmilcherzeugnisse), Pflanzenfette, Margarinen",252.0,28.0,0.5,0.5,,1.0,https://world.openfoodfacts.org/product/8719200262140
Digestive sin azúcares,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits",430.0,16.0,0.5,68.0,13.5,,https://world.openfoodfacts.org/product/8410376074307
N/A,en:cheeses,333.0,33.3,3.33,3.33,30.0,,https://world.openfoodfacts.org/product/6111246722084
Chèvre frais,"Dairies, Fermented foods, Fermented milk products, Cheeses, Goat cheeses, Fresh goat cheese, Cream cheeses, fr:Fromage au lait de chèvre pasteurisé, en:pasteurized-cheeses",160.0,12.0,3.0,3.0,200.0,,https://world.openfoodfacts.org/product/20455569
Sardines | In Extra Virgin Olive Oil,"Produits de la mer, Poissons et dérivés, Conserves, Poissons, Poissons gras, Poissons en conserve, Sardines, Sardines en conserve, Sardines à l'huile, Sardines à l'huile d'olive",230.0,15.6,0.1,1.7,90.0,,https://world.openfoodfacts.org/product/20703622
Chocolat Noir Amande et Écorces d'Orange,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Chocolates with almonds,Dark chocolates with almonds,Dark chocolates with orange",573.0,39.4,41.4,45.3,12.5,,https://world.openfoodfacts.org/product/20936600
14 Gaufrettes saveur Cacao,"Snacks, Sweet snacks, Biscuits and cakes, Cakes, en:chocolate-stuffed-wafers",512.0,26.0,39.0,62.0,10.0,,https://world.openfoodfacts.org/product/3017760221597
Brioche tressée pépites de chocolat,"Snacks, Snacks sucrés, Viennoiseries, Brioches, Brioches tressées, Brioches au chocolat",373.0,16.0,16.0,49.0,30.0,,https://world.openfoodfacts.org/product/3256540001794
,"Lanches comida,Lanches doces,Barras,Barras de cereais",395.0,11.5,21.8,66.6,25.0,,https://world.openfoodfacts.org/product/3387390406719
Muesli avoine amandes chocolat,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Mueslis, Mueslis au chocolat",456.0,17.0,22.0,65.0,50.0,,https://world.openfoodfacts.org/product/3421557110221
Yaourt chèvre nature,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Yaourts,Desserts lactés fermentés nature,Yaourts natures,Yaourts au lait de chèvre,Yaourts de chèvre nature,Yaourts entiers",77.0,4.9,4.2,4.2,125.0,,https://world.openfoodfacts.org/product/3523230014267
Petits pains grilles,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains grillés, Petits pains grillés",408.0,10.0,4.2,66.0,52.0,,https://world.openfoodfacts.org/product/3560070737048
Der Sahnige Frischkäse,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cream cheeses,Cheese spreads",238.0,22.5,3.0,3.0,100.0,,https://world.openfoodfacts.org/product/40193151
Country Crisp chocolat au lait,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Chocolate cereals, Crunchy cereal clusters, Cereal clusters with chocolate, en:mueslis",456.0,15.6,24.4,66.7,45.0,,https://world.openfoodfacts.org/product/5010477348432
Country Crisp Fruits & Noix,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Cereals with fruits, Crunchy cereal clusters, Cereal clusters with fruits, en:mueslis-with-fruits",443.0,16.0,22.0,63.0,45.0,,https://world.openfoodfacts.org/product/5010477350954
LOTUS Gaufre de Liège Chocolat 363g (7x1p),"Snacks, Sweet snacks, Biscuits and cakes, Pastries, Waffles, Chocolate coated waffles, Plain Brussels-style soft waffle, Tartes sucrées, en:Shelf-stable sweet pies",457.0,24.0,30.0,54.0,100.0,,https://world.openfoodfacts.org/product/5410126832372
Choco wafer,"Chocolate confectioneries filled with wafer,Chocolate stuffed wafers",535.0,31.0,43.0,56.0,30.0,,https://world.openfoodfacts.org/product/7622300675981
Nudeln Spirelli,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Getreideprodukte, Teigwaren, en:Cereal pastas, Nudeln, Getrocknete Teigwaren, Hartweizenteigwaren, en:Dry durum wheat pasta",359.0,2.0,3.5,71.0,80.0,,https://world.openfoodfacts.org/product/8076809512268
ColaCao Turbo Instant Cocoa Drink,"Beverages,Cocoa and its products,Cocoa and chocolate powders,Instant beverages,Cocoa powders,Chocolate-powders,Cocoa powder for beverages with sugar,instant-chocolate-powders",389.0,3.0,75.0,82.0,2.0,,https://world.openfoodfacts.org/product/8410014926241
Pelotazos,en:Puffed salty snacks made from maize,520.0,27.8,6.5,61.4,30.0,,https://world.openfoodfacts.org/product/8410199790958
Quaker Cruesli Frutta Secca,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Mueslis,Crunchy cereal clusters",462.0,19.0,12.0,57.0,45.0,,https://world.openfoodfacts.org/product/8710100126402
KIDDYLICIOUS Veggie Straws - saveur Légumes - 48g (4x12g),"snacks, snacks-sales, amuse-gueules, chips-et-frites, aliments-pour-bebe, chips, gouters-et-desserts-pour-bebe, biscuits-aperitifs, biscuits-pour-bebe, biscuits-et-gouter, bebe, bebe-gouter",513.0,30.0,0.6,53.0,12.0,,https://world.openfoodfacts.org/product/5060040253724
Jambon Le Supérieur -25% de Sel,"Meats and their products, Prepared meats, Hams, en:white-hams-with-less-salt",115.0,2.8,0.5,0.5,40.0,,https://world.openfoodfacts.org/product/3302740047398
Nocciola,"Lanches comida,Lanches doces,Cacau e derivados,Confeitaria,Bombons de chocolate,Chocolates,Chocolates amargos,Chocolates com avelãs,Chocolates negros com avelãs",599.0,43.7,39.6,42.2,18.0,,https://world.openfoodfacts.org/product/8000500359815
Lunch Bowl Boulgour Bonduelle 250g,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Hülsenfrüchte und Hülsenfruchtprodukte, Hülsenfrüchte, Fertiggerichte, Frische Nahrungsmittel, Frische pflanzliche Lebensmittel, Mikrowellengerichte, en:Mix of cereals and legumes, Aliments à base de fruits et de légumes, Conserves, Légumes et dérivés, Aliments à base de plantes en conserve, Légumes en conserve",130.0,2.0,2.0,22.0,250.0,,https://world.openfoodfacts.org/product/3083681139716
Sweet & Salty Nut,"Snacks,Snacks sucrés,Barres,Barres de céréales,Barres de céréales aux fruits à coques,Barre céréalière aux noisettes,en:cereal-bar-with-almonds-or-hazelnuts,Barres de céréales au chocolat",464.0,22.9,23.3,50.0,30.0,,https://world.openfoodfacts.org/product/8410076901019
High Protein Fragola,"Laticínios,Alimentos Fermentados,Produtos lácteos fermentados,Sobremesas,Sobremesas de laticínios,en:Fermented dairy desserts,en:Fermented dairy desserts with fruits,Iogurtes,Iogurtes de fruta,Iogurtes de morango",65.0,0.3,4.0,6.0,200.0,,https://world.openfoodfacts.org/product/4056489467953
Mini cheddars,"Snacks, Salty snacks, Appetizers, Cheese biscuits",509.0,28.7,4.35,51.3,,6.0,https://world.openfoodfacts.org/product/5000168035031
Sainsbury's San Francisco Style Sourdough,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads",273.0,1.3,2.0,44.1,50.0,,https://world.openfoodfacts.org/product/01135626
maggi,"Plant-based foods and beverages,Plant-based foods,Dried products,Pastas,Dried products to be rehydrated,Noodles,Instant noodles,Instant Noodles with Seasoning",384.0,12.6,1.86,59.6,70.0,,https://world.openfoodfacts.org/product/8901058000290
Multigrain Crackers,"snacks, salty-snacks, appetizers, da:crackers",478.0,20.8,4.2,60.8,5.0,,https://world.openfoodfacts.org/product/20472122
Mélange de noix et pistaches,"Plant-based foods and beverages, Plant-based foods, Snacks, Salty snacks, Seeds",598.0,46.1,6.5,19.2,30.0,,https://world.openfoodfacts.org/product/20559625
Petit écolier tendre coeur au lait,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Biscuits au chocolat,Biscuits au chocolat au lait,Biscuits tablette de chocolat,Biscuits tablette fourrée,Biscuits tablette de chocolat au lait",513.0,27.0,43.0,61.0,20.0,,https://world.openfoodfacts.org/product/3017760002905
Confiture abricots,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Petit-déjeuners, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures d'abricot",165.0,0.1,40.0,40.0,350.0,,https://world.openfoodfacts.org/product/3045320008494
Tartines de Pain multi-céréales,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Breads,Rusks",410.0,7.5,5.1,69.0,240.0,,https://world.openfoodfacts.org/product/3182180060290
Soja myrtille,"Plant-based foods and beverages,Fermented foods,Dairy substitutes,Desserts,Non-dairy desserts,Non-dairy fermented foods,Non-dairy yogurts,Soy milk yogurts,Fruit soy yogurts,Soy desserts,Blueberry soy yogurts",76.0,2.1,10.2,10.5,100.0,,https://world.openfoodfacts.org/product/3273220083260
Tzatziki,"Condiments, Sauces, Tzatzikis, fr:Prépation pour apéritifs",182.0,16.0,2.5,3.3,200.0,,https://world.openfoodfacts.org/product/3292070007905
Tartines Craquantes Sarrasin,"Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Lanches comida,Cereais e Batatas,en:Extruded crispbreads",388.0,2.7,1.7,75.2,100.0,,https://world.openfoodfacts.org/product/3380380046940
Chocolat noir 72% cacao,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs, Chocolats noirs extra fin",548.0,39.0,28.0,33.0,10.0,,https://world.openfoodfacts.org/product/3564700010877
Chocolat Noir 95% Togo,"Snacks, Snacks sucrés, Cacao et dérivés, Chocolats, Chocolats noirs, Chocolats noirs extra fin",648.0,60.0,3.9,11.0,9.0,,https://world.openfoodfacts.org/product/3700214616970
Original Seeded Batch,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sliced breads",284.0,7.6,3.0,41.7,29.9,,https://world.openfoodfacts.org/product/5010044002446
Gingerbread men biscuits,"Baby foods,Biscuits for babies",436.0,14.0,15.0,67.0,10.0,,https://world.openfoodfacts.org/product/5024121222207
Caprice,"Snacks, Sweet snacks, Cocoa and its products, Biscuits and cakes, Biscuits, Chocolate biscuits, Pastries, Wafers, Stuffed wafers, Waffles, Chocolate stuffed wafers, Stuffed waffles",477.0,19.0,48.0,67.0,100.0,,https://world.openfoodfacts.org/product/5201004021328
Ferrero collection,"grickalice, slatki-zalogaji, kakao-i-njegovi-proizvodi, konditorski-proizvodi, čokoladni-bomboni, bombone, es:bombones, es:botanas, es:dulces, es:dulces-de-chocolate, de:imbiss, de:pralinen, de:pralinenmischung, de:schokoladenkonfekt, es:snacks-dulces, en:süßer-snack, en:süßwaren",623.0,48.6,33.3,38.3,100.0,,https://world.openfoodfacts.org/product/8000500247150
Trancetto cacao,"Lanches comida,Sobremesas,Lanches doces,Biscoitos e Bolos,Bolos,Bolos de chocolate,en:Filled sponge cake slices",369.0,13.0,34.0,56.0,28.0,,https://world.openfoodfacts.org/product/8001585001224
Horno Al punto de sal,"Alimentos e bebidas à base de plantas,Alimentos à base de plantas,Lanches comida,Cereais e Batatas,Petiscos salgados,Aperitivos,en:Chips and fries,en:Crisps,Batatas fritas,Batatas fritas em óleo de girassol",442.0,13.0,5.3,73.0,30.0,,https://world.openfoodfacts.org/product/8410199002402
Greek White,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Substituts de produits laitiers,Produits veganes,Substituts du fromage,en:Vegan feta cheese,Fetan",305.0,29.0,0.0,11.0,30.0,,https://world.openfoodfacts.org/product/5202390020407
Muesli crunchy,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Mueslis,Mueslis au chocolat",457.0,18.0,22.0,62.0,45.0,,https://world.openfoodfacts.org/product/3580281080108
Unpasteurised Miso Paste,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Misos",176.0,6.7,5.6,15.7,18.0,,https://world.openfoodfacts.org/product/5014276701115
Snack de Pan con pipas,"alimentos-e-bebidas-à-base-de-plantas, alimentos-à-base-de-plantas, cereais-e-batatas, pães, es:alimentos-de-origen-vegetal, es:alimentos-y-bebidas-de-origen-vegetal, es:botanas, es:cereales-y-patatas, es:colines, es:panes",521.0,30.2,1.3,49.2,83.0,,https://world.openfoodfacts.org/product/8423102210153
Petits pains grillés au froment,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains grillés,Petits pains grillés,Pain grillé en tranches au froment",407.0,7.8,8.6,73.0,100.0,,https://world.openfoodfacts.org/product/4056489039532
Beurre de cacahuète,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Breakfasts, Spreads, Nuts and their products, Plant-based spreads, Sweet spreads, Oilseed purees, Legume butters, fr:Pâtes à tartiner, Peanut butters",640.0,58.3,4.0,11.0,15.0,,https://world.openfoodfacts.org/product/20977863
8 Crêpes Chocolat,"Snacks,Sweet snacks,Crêpes,Sweet filled crêpes,Filled crêpes with chocolate",466.0,21.9,37.5,59.4,32.0,,https://world.openfoodfacts.org/product/3322680010801
Carte D'Or Glace Crème Glacée Café 900ml,"Desserts, Surgelés, Desserts glacés, Glaces et sorbets, Glaces, Crèmes glacées en pot, Glaces au café",117.0,4.7,13.0,17.0,53.0,,https://world.openfoodfacts.org/product/8711327385863
Skyr aux fruits rouges 4 x 100 g,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Desserts lactés fermentés aux fruits,Fromages blancs - petit suisses et skyr,Skyrs,Skyrs aux fruits",84.0,0.5,11.7,12.2,100.0,,https://world.openfoodfacts.org/product/3329770073272
Golden syrup,"Syrups,Syrup with sugar to be diluted",342.0,0.5,74.3,84.5,15.0,,https://world.openfoodfacts.org/product/4088600204598
Crousti' Avoine nature,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales pour petit déjeuner riches en fibres",398.0,9.8,13.0,63.0,65.0,,https://world.openfoodfacts.org/product/3229820800738
Mandeln,"Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Almonds,Shelled nuts,Shelled almonds,Unsalted almonds",621.0,53.3,4.8,16.9,10.0,,https://world.openfoodfacts.org/product/4056489440116
Croustillant chocolat,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Pépites de céréales croustillantes,Pépites de céréales au chocolat,Céréales pour petit déjeuner riches en fibres",433.0,14.0,14.0,62.0,60.0,,https://world.openfoodfacts.org/product/3229820802138
Digestive,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Wheat bis",464.0,17.0,17.0,70.0,14.3,,https://world.openfoodfacts.org/product/4056489356042
Avocado Oil Mayo,"Condiments, Sauces, Mayonnaises",714.0,79.2,0.1,0.1,14.0,,https://world.openfoodfacts.org/product/0787099923204
Biscotte blé complet,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Rusks,Wholemeal rusks",386.0,6.0,4.1,62.0,26.0,,https://world.openfoodfacts.org/product/3182189999829
Chicken and Lentil with Butternut Squash,"Meals, Soups, Chicken soups",44.0,1.4,1.8,4.0,560.0,,https://world.openfoodfacts.org/product/5056053308803
100% peanut butter crunchy,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Nuts and their products, Plant-based spreads, Oilseed purees, Legume butters, Nut butters, Peanut butters, Groceries",605.0,47.7,5.9,12.2,15.0,,https://world.openfoodfacts.org/product/8710532469535
Passierte Tomaten,"Plantaardige levensmiddelen en dranken,Plantaardige levensmiddelen,Voedsel op basis van fruit en groenten,Smaakmakers,Groente en afgeleide producten,Sauzen,Tomaten en afgeleide producten,Tomatensauzen,Tomatenpurees",41.0,0.2,2.8,6.6,100.0,,https://world.openfoodfacts.org/product/20164034
,"Frutti di mare, en:Fishes and their products, Alimenti in scatola, Pesci, en:Fatty fishes, Pesce in scatola, Tonno, Tonno in scatola, Filetti di pesce, Tonno sott'olio, Filetti di tonno, Tonno in olio di girasole",177.0,8.6,0.0,0.0,100.0,,https://world.openfoodfacts.org/product/20403034
Golden Hills Butter,"Молочні продукти,en:Fats,en:Spreads,en:Spreadable fats,en:Animal fats,en:Dairy spreads,en:Milkfat,en:Butters,Butter",748.0,82.5,0.7,0.7,25.0,,https://world.openfoodfacts.org/product/20613945
Baked beans,"Plant-based foods and beverages, Plant-based foods, Meals, Prepared vegetables, Baked beans in tomato sauce",92.0,0.7,5.3,13.5,210.0,,https://world.openfoodfacts.org/product/20927455
Sablés beurré nantais,"Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits,Biscuits sablés",462.0,17.0,26.0,70.0,32.5,,https://world.openfoodfacts.org/product/3017760000406
Grany Fraise 🍓 & Framboise,"Snacks, Snacks sucrés, Barres, Barres de céréales, Barres de céréales aux fruits",411.0,13.3,4.44,66.7,18.0,,https://world.openfoodfacts.org/product/3017760502399
Volvic Zest Citron,"Boissons,Eaux,Boissons sans alcool,Eaux aromatisées,Boissons avec sucre ajouté,Boisson à l'eau minérale aromatisée sucrée",4.0,0.0,0.9,0.9,250.0,,https://world.openfoodfacts.org/product/3057640317743
,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Potato crisps in sunflower oil",508.0,30.0,0.5,53.0,45.0,,https://world.openfoodfacts.org/product/3168930000020
3D's Bugles goût nature,"snacks, snacks-sales, amuse-gueules, biscuits-aperitifs, biscuits-aperitifs-souffles, biscuits-aperitifs-souffles-a-base-de-mais",519.0,31.0,3.5,55.0,30.0,,https://world.openfoodfacts.org/product/3168930000990
CROQ'SOJA Curry et Pavot,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Plats préparés, Alternatives à la viande, Substituts de viande, Plats préparés d'origine végétale, Galettes végétariennes, Galettes de soja",182.0,10.0,1.9,6.6,100.0,,https://world.openfoodfacts.org/product/3259011046300
Emincés de boeuf sauce poivre & pommes de terre,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Condiments,Meats and their products,Beef and its products,Meals,Meats,Beef,Meals with meat,Sauces,Beef dishes,Microwave meals,Pepper sauces,fr:E",143.0,7.5,0.786,12.1,280.0,,https://world.openfoodfacts.org/product/3302746964026
Pain d'Epices au Miel,"Snacks,Sweet snacks,Biscuits and cakes,Gingerbreads,Gingerbread blocks,fr:Pains d'épices au miel",297.0,1.1,36.0,66.0,21.9,,https://world.openfoodfacts.org/product/3498425800058
Biscottes 6 cereales,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Rusks, Toasts, Multigrain rusks, en:wholemeal-rusks",398.0,7.3,5.6,60.0,40.0,,https://world.openfoodfacts.org/product/3564700253434
HERTA Pâte à Pizza Fine et Ronde 265g,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Produits de boulangerie, Pâtes à pizza, en:Pâtes à pizza, Pâte à pizza fine, Aides culinaires, en:Baking Mixes, en:Refrigerated baking mixes, en:Frozen baking mixes",287.5,5.3,2.9,49.0,66.0,,https://world.openfoodfacts.org/product/7613035648494
Oreo,"Gustări, Gustări dulci, Biscuiți și prăjituri, en:Biscuits and crackers, Biscuiți, Biscuiți cu ciocolată, de:Kakaokekse mit einer Crèmefüllung",476.0,20.0,38.0,68.0,11.0,,https://world.openfoodfacts.org/product/7622300541491
Original Oreo,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits sucrés & biscuits apéritifs, Biscuits, Biscuits fourrés, Biscuits cacaotés fourrés goût vanille",472.0,19.0,35.0,67.0,22.0,,https://world.openfoodfacts.org/product/8410000810004
Takis Fuego 90g,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips",492.0,27.0,1.7,53.0,30.0,,https://world.openfoodfacts.org/product/8412600028599
6111126001858,"Beverages and beverages preparations, Beverages, Dairies, Fermented foods, Fermented milk products, Dairy drinks, Fermented drinks, Fermented milk drinks, Fermented milk drinks with fruits, en:dairy-desserts",100.1,2.9,13.25,15.0,110.0,,https://world.openfoodfacts.org/product/6111126001858
Panzani - spf - sauce bolognaise pur boeuf 400g,"Condiments, Viandes et dérivés, Plats préparés, Plats à base de pâtes, Sauces, Sauces à la viande, Sauces pour pâtes, Pâtes à la bolognaise, Sauce tomate à la viande, Sauces bolognaises, Spaghetti à la bolognaise, en:groceries, en:Cooking Sauces",84.0,4.0,5.7,6.5,100.0,,https://world.openfoodfacts.org/product/3038359007620
Baked Beans In Tomato Sauce,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Canned foods, Legumes, Canned plant-based foods, Meals, Prepared vegetables, Canned legumes, Baked beans in tomato sauce, Canned common beans, Canned white common beans",87.0,0.5,4.0,13.7,200.0,,https://world.openfoodfacts.org/product/5000169061046
,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sliced breads, Wholemeal breads, Wholemeal sliced breads",227.0,2.3,2.0,38.0,29.0,,https://world.openfoodfacts.org/product/8480000838681
Margherita Sourdough Pizza,"Frozen foods, Meals, Pizzas pies and quiches, Pizzas, Vegetarian pizzas, Cheese pizzas, Frozen pizzas and pies, Frozen pizzas, Margherita Pizza",230.0,7.3,2.5,30.0,200.0,,https://world.openfoodfacts.org/product/5060198643088
Skyr sur lit aux myrtilles,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Skyrs, Skyrs aux fruits",80.0,0.1,10.6,11.0,100.0,,https://world.openfoodfacts.org/product/3329770073289
6 Wholemeal Pittas,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains plats,Pains spéciaux,Pitas",241.0,1.2,2.8,42.0,60.0,,https://world.openfoodfacts.org/product/5054070479155
